-0.586609	0.0175781	0.00177002	0
-0.5979	0.0171509	0.0871582	0.664093
-0.618195	0.0160828	0.000366211	0.0166321
-0.62735	0.015564	0.00814819	0.697906
-0.64389	0.0146179	-0.000579834	0.764923
-0.651367	0.0141602	-0.000854492	0.758575
-0.658356	0.0137329	-0.00112915	0.752533
-0.664673	0.0132141	-0.00115967	0.746948
-0.658691	0.0126343	-0.000793457	0.752258
-0.610779	0.0120239	0.0871887	0.664093
-0.483673	0.0100708	0.00476074	0.0112
-0.555847	0.0905762	0.664093	0.221466
-0.601074	-0.129028	0.242035	0.75061
-0.538269	-0.244049	0.368073	0.717712
-0.555145	-0.360596	0.447937	0.600861
-0.60675	-0.429565	0.463287	0.482239
-0.643677	-0.457733	0.446106	0.420746
-0.669373	-0.47113	0.416565	0.395325
-0.744873	-0.456818	0.327423	0.359344
-0.89212	-0.320862	0.169647	0.26886
-0.971893	-0.187653	0.0613708	0.127747
-0.86087	-0.443237	0.11319	0.222534
-0.26593	-0.841705	0.250519	0.3974
0.275299	-0.829865	0.263306	0.407593
0.143372	-0.879272	0.262177	0.370789
-0.51767	-0.789154	0.238159	0.228912
-0.926544	-0.338013	0.153168	0.0605774
-0.980469	-0.105103	0.165924	-0.00167847
-0.935791	-0.16684	0.265533	-0.160645
-0.743195	-0.390564	0.394135	0.00128174
-0.457916	-0.616272	0.498199	-0.40274
-0.282349	0.00814819	0.697906	-0.281464
-0.384918	-0.909973	0.0559082	0.143402
-0.597534	-0.779266	-0.059967	0.178802
-0.803467	-0.572784	-0.0404053	0.156952
-0.907196	-0.408325	0.0456543	0.0896912
-0.935028	-0.32547	0.136963	-0.0305481
-0.905884	-0.348938	0.1651	-0.173889
-0.844208	-0.457367	0.12439	0.00814819
-0.766937	-0.589294	0.0213623	-0.252899
-0.779724	-0.568176	-0.0304565	-0.261017
-0.789398	-0.544525	-0.120209	-0.256378
-0.788727	-0.522339	-0.230225	-0.227814
-0.771088	-0.505035	-0.32901	-0.204773
-0.741211	-0.510529	-0.38678	-0.200531
-0.717743	-0.534607	-0.394531	-0.207886
-0.688263	-0.56134	-0.396179	-0.232483
-0.638184	-0.575775	-0.429077	-0.277344
-0.58429	-0.56366	-0.480286	-0.331726
-0.546173	-0.547913	-0.513916	-0.370422
-0.522858	-0.56955	-0.522064	-0.359894
-0.505219	-0.615753	-0.518463	-0.310883
-0.483673	-0.675171	-0.499908	-0.245148
-0.391235	-0.778351	-0.458832	-0.174469
-0.200714	-0.889832	-0.395264	-0.107239
-0.0431519	-0.937134	-0.341187	-0.0584412
-0.0227966	-0.942505	-0.331573	-0.0328369
-0.154785	-0.925995	-0.343414	0.022522
-0.361389	-0.86496	-0.317047	0.143494
-0.492645	-0.799591	-0.262756	0.220825
-0.537811	-0.781311	-0.236053	0.00762939
-0.552734	-0.778839	0.00814819	0.697906
-0.585052	-0.751251	-0.271576	0.139404
-0.613739	-0.7341	-0.260254	0.12854
-0.641632	-0.724457	-0.222565	0.117249
-0.667389	-0.711273	-0.194244	0.104095
-0.680206	-0.702393	-0.183167	0.101288
-0.677856	-0.703918	-0.179474	0.112488
-0.668365	-0.711823	-0.169312	0.133423
-0.662903	-0.719269	-0.133575	0.158813
-0.664062	-0.724487	-0.0627747	0.173431
-0.66925	-0.724182	-0.0627747	0.173431
-0.680817	-0.715576	0.039856	0.150726
-0.698578	-0.700195	0.0374451	0.14209
-0.718933	-0.680603	0.0291443	0.137665
-0.745941	-0.651733	0.0264282	0.134125
-0.784241	-0.604828	0.0257568	0.135559
-0.822998	-0.548584	0.0289307	0.144165
-0.844696	-0.511444	0.0396423	0.152405
-0.838898	-0.518494	0.0365906	0.161163
-0.819305	-0.544586	-0.0157471	0.178223
-0.801086	-0.557343	-0.0971985	0.195038
0.425751	0.899323	-0.0576172	-0.0809937
0.415955	0.903137	-0.0608521	-0.0870667
0.448395	0.88382	-0.0639648	-0.116699
0.501953	0.846558	-0.0653076	-0.16452
0.540833	0.816376	-0.0469055	-0.196899
0.563751	0.798157	-0.00814819	-0.212128
0.581055	0.781799	0.0248413	-0.22467
0.597565	0.764923	0.0436707	-0.236328
0.0650024	0.609406	0.748444	0.0562744
0.621582	0.735321	0.0693665	-0.260956
0.627258	0.727783	0.0840759	-0.264069
0.626953	0.72818	0.0943909	-0.260162
0.620819	0.736786	0.0884705	-0.252594
0.617737	0.747437	0.0647888	-0.235565
0.631287	0.74472	0.0394592	-0.212738
0.659698	0.724457	0.0194397	-0.198883
0.690125	0.696991	0.0890808	0.664093
0.718567	0.66803	-0.00137329	-0.193176
0.722656	0.664978	0.0876465	0.664093
0.795044	0.578217	0.00701904	0.646881
0.0664673	0.882843	0.430023	-0.0236206
0.963562	0.228516	-0.0694885	-0.120148
0.989319	0.0729065	-0.10318	-0.0721741
0.993744	0.0928345	0.664093	-0.762878
0.996918	-0.0138245	0.00891113	-0.0765686
0.99762	-0.0264893	0.0108337	-0.0625305
0.998901	-0.0305176	0.0889587	0.664093
0.999542	-0.0262451	0.00119019	-0.0283813
0.999054	-0.0253906	0.0877991	0.664093
0.99704	-0.0243225	0.00167847	-0.0249329
0.995636	-0.0236816	0.0875549	0.664093
0.992279	-0.022583	0.00161743	-0.0231018
0.990387	-0.0220947	0.0875549	0.664093
0.986298	-0.0210876	0.00158691	-0.0216064
0.984222	-0.0205994	0.0874939	0.664093
0.979858	-0.0197144	0.00146484	-0.0201416
0.977722	-0.0192871	0.0873718	0.664093
0.973633	-0.0184937	0.00143433	-0.0188904
0.971619	-0.0180969	0.0873413	0.664093
0.967743	-0.0174561	0.00134277	-0.0177917
0.965973	-0.0171509	0.0872498	0.664093
0.962494	-0.0166321	0.0012207	-0.0169067
0.960785	-0.0163574	0.0871277	0.664093
0.957642	-0.0159302	0.00115967	-0.0161438
0.956146	-0.0157166	0.0870972	0.664093
0.953369	-0.0154114	0.00109863	-0.015564
0.952148	-0.0152588	0.0870056	0.664093
0.949738	-0.0149231	0.0010376	-0.0151367
0.948669	-0.0147705	0.0869751	0.664093
0.946625	-0.0145264	0.00100708	-0.0146484
0.945648	-0.0144043	0.0869446	0.664093
0.943817	-0.0141296	0.000976562	-0.0142822
0.943054	-0.0140076	0.0868835	0.664093
0.941711	-0.0137634	0.000915527	-0.0138855
